Meter_location,Jan_2022,Feb_2022,Mar_2022,Apr_2022,May_2022,Jun_2022,Jul_2022,Aug_2022,Sep_2022,Oct_2022,Nov_2022,Dec_2022,Jan_2023,Feb_2023,Mar_2023,Apr_2023,May_2023,Jun_2023,Jul_2023,Aug_2023,Sep_2023,Oct_2023,Nov_2023,Dec_2023,Jan_2024,Feb_2024,Mar_2024,Apr_2024,May_2024,Jun_2024,Jul_2024,Aug_2024,Sep_2024,Oct_2024,Nov_2024,Dec_2024
K427 Caroline Freeman East Lift DB,0.0,562.11,613.66,663.0,717.18,769.0,811.0,863.0,916.0,967.29,991.1,1000.0,501.0,562.11,613.66,663.0,717.18,769.0,811.0,863.0,916.0,967.29,991.1,1000.0,1002.0,1030.0,1088.0,1140.24,1196.0,1245.0,1295.0,1365.0,1404.0,1458.0,1482.0,0.0
K427 Caroline Freeman East Lift Supply,0.0,1083.39,1169.0,1246.0,1335.0,1413.0,1481.0,1563.0,1645.0,1726.25,1782.3,1837.0,935.0,1083.39,1169.0,1246.0,1335.0,1413.0,1481.0,1563.0,1645.0,1726.25,1782.3,1837.0,1870.0,1939.0,2042.0,2130.92,2226.0,2301.0,2376.0,2485.0,2547.0,2631.0,2685.0,0.0
K427 Caroline Freeman East DB C L1 West Power,0.0,13821.84,14212.58,15075.0,16430.0,18502.0,20426.0,23418.0,25855.0,27668.94,28949.8,29273.0,14713.0,13821.84,14212.58,15075.0,16430.0,18502.0,20426.0,23418.0,25855.0,27668.94,28949.8,29273.0,29426.0,29737.0,30548.0,31726.38,34208.0,35889.0,38940.0,43770.0,46587.0,48669.0,49127.0,0.0
K427 Caroline Freeman East DB D L1 East Power,0.0,25061.14,26886.94,30686.0,34774.0,39382.0,42744.0,47814.0,51865.0,54644.57,55263.1,55416.0,27733.5,25061.14,26886.94,30686.0,34774.0,39382.0,42744.0,47814.0,51865.0,54644.57,55263.1,55416.0,55467.0,55602.0,56620.0,57824.66,61380.0,64930.0,70073.0,74061.0,75532.0,77300.0,77544.0,0.0
K427 Caroline Freeman East DB E L2 West Power,0.0,23060.03,23881.86,24892.0,27615.0,31996.0,36022.0,42096.0,45531.0,47860.52,48347.4,48612.0,24393.5,23060.03,23881.86,24892.0,27615.0,31996.0,36022.0,42096.0,45531.0,47860.52,48347.4,48612.0,48787.0,49217.0,51762.0,55822.6,62355.0,67494.0,72350.0,77665.0,80779.0,83741.0,84646.0,0.0
K427 Caroline Freeman East DB F L2 East Power,0.0,33837.06,35859.14,38848.0,43958.0,51483.0,56975.0,63977.0,69291.0,73754.59,75155.0,75534.0,37875.0,33837.06,35859.14,38848.0,43958.0,51483.0,56975.0,63977.0,69291.0,73754.59,75155.0,75534.0,75750.0,76185.0,77551.0,80251.54,85925.0,90504.0,94922.0,100393.0,103604.0,107356.0,107989.0,0.0
K427 Caroline Freeman East DB F L2 East Lights,0.0,5200.0,5614.1,6159.0,6775.0,7453.0,7953.0,8526.0,9078.0,9615.15,9899.5,10144.0,5151.0,5200.0,5614.1,6159.0,6775.0,7453.0,7953.0,8526.0,9078.0,9615.15,9899.5,10144.0,10302.0,10604.0,11085.0,11550.09,12121.0,12664.0,13136.0,13811.0,14191.0,14681.0,15023.0,0.0
K427 Caroline Freeman East DB A Laundry LG West Lt,0.0,3378.26,3660.62,3938.0,4249.0,4550.0,4751.0,4994.0,5261.0,5529.6,5749.9,5966.0,3049.0,3378.26,3660.62,3938.0,4249.0,4550.0,4751.0,4994.0,5261.0,5529.6,5749.9,5966.0,6098.0,6311.0,6639.0,6897.57,7176.0,7403.0,7640.0,7975.0,8176.0,8450.0,8632.0,0.0
K427 Caroline Freeman East DB E L2 West Lights,0.0,2019.82,2187.87,2335.0,2523.0,2680.0,2815.0,2966.0,3213.0,3489.56,3583.5,3654.0,1849.5,2019.82,2187.87,2335.0,2523.0,2680.0,2815.0,2966.0,3213.0,3489.56,3583.5,3654.0,3699.0,3797.0,3971.0,4144.1,4337.0,4478.0,4613.0,4851.0,4981.0,5162.0,5309.0,0.0
K427 Caroline Freeman East DB D L1 East Lights,0.0,6648.07,7173.9,7698.0,8362.0,9036.0,9494.0,10052.0,10594.0,11157.4,11494.19,11875.0,6071.5,6648.07,7173.9,7698.0,8362.0,9036.0,9494.0,10052.0,10594.0,11157.4,11494.19,11875.0,12143.0,12513.0,13009.0,13530.05,14052.0,14476.0,14912.0,15503.0,15836.0,16327.0,16618.0,0.0
K427 Caroline Freeman East DB C L1 West Lights,0.0,4189.54,4493.81,4822.0,5172.0,5516.0,5799.0,6164.0,6535.0,6897.13,7171.9,7463.0,3822.0,4189.54,4493.81,4822.0,5172.0,5516.0,5799.0,6164.0,6535.0,6897.13,7171.9,7463.0,7644.0,7897.0,8247.0,8564.49,8933.0,9258.0,9585.0,10037.0,10321.0,10716.0,10872.0,0.0
